Année,Produits de base,Offre et utilisation,VALEUR
1976,Canneberges fraîches,Pertes,0.35
1976,Dattes fraîches,Total des ressources,31.26
1976,Dattes fraîches,Importations,31.26
1976,Dattes fraîches,Total utilisations,31.26
1976,Dattes fraîches,Disparition intérieure exprimée,31.26
1976,Figues fraîches,Total des ressources,6.96
1976,Figues fraîches,Importations,6.96
1976,Figues fraîches,Total utilisations,6.96
1976,Figues fraîches,Disparition intérieure exprimée,6.96
1976,Raisins frais,Total des ressources,216.25
1976,Raisins frais,Production,80.68
1976,Raisins frais,Importations,135.57
1976,Raisins frais,Total utilisations,216.25
1976,Raisins frais,Disparition intérieure exprimée,132.18
1976,Raisins frais,Exportations,0.57
1976,Raisins frais,Utilisation industrielle,70.43
1976,Raisins frais,Pertes,13.07
1976,Jus de raisin,Total des ressources,7.42
1976,Jus de raisin,Importations,7.42
1976,Jus de raisin,Total utilisations,7.42
1976,Jus de raisin,Disparition intérieure exprimée,7.42
1976,Goyaves et mangues fraîches,Total utilisations,0
1976,Kiwis frais,Total utilisations,0
1976,"Melons, brodés et cantaloups frais",Total des ressources,30.89
1976,"Melons, brodés et cantaloups frais",Importations,30.89
1976,"Melons, brodés et cantaloups frais",Total utilisations,30.89
1976,"Melons, brodés et cantaloups frais",Disparition intérieure exprimée,27.86
1976,"Melons, brodés et cantaloups frais",Pertes,3.03
1976,Autres melons frais,Total des ressources,9.89
1976,Autres melons frais,Production,0.7
1976,Autres melons frais,Importations,9.19
1976,Autres melons frais,Total utilisations,9.89
1976,Autres melons frais,Disparition intérieure exprimée,8.92
1976,Autres melons frais,Pertes,0.97
1976,Melons d'eau frais,Total des ressources,55.17
1976,Melons d'eau frais,Importations,55.17
1976,Melons d'eau frais,Total utilisations,55.17
1976,Melons d'eau frais,Disparition intérieure exprimée,49.76
1976,Melons d'eau frais,Pertes,5.41
1976,Melons d'hiver frais,Total des ressources,2.25
1976,Melons d'hiver frais,Importations,2.25
1976,Melons d'hiver frais,Total utilisations,2.25
1976,Melons d'hiver frais,Disparition intérieure exprimée,2.03
1976,Melons d'hiver frais,Pertes,0.22
1976,Melons frais total,Total des ressources,98.2
1976,Melons frais total,Production,0.7
1976,Melons frais total,Importations,97.5
1976,Melons frais total,Total utilisations,98.2
1976,Melons frais total,Disparition intérieure exprimée,88.57
1976,Melons frais total,Pertes,9.62
1976,Nectarines fraîches,Total des ressources,16.85
1976,Nectarines fraîches,Importations,16.85
1976,Nectarines fraîches,Total utilisations,16.85
1976,Nectarines fraîches,Disparition intérieure exprimée,16.01
1976,Nectarines fraîches,Pertes,0.84
1976,Papayes fraîches,Total utilisations,0
1976,Pêches fraîches,Total des ressources,67.04
1976,Pêches fraîches,Production,49.01
1976,Pêches fraîches,Importations,18.03
1976,Pêches fraîches,Total utilisations,67.04
1976,Pêches fraîches,Disparition intérieure exprimée,55.44
1976,Pêches fraîches,Utilisation industrielle,8.06
1976,Pêches fraîches,Pertes,3.54
1976,Pêches en conserve,Total des ressources,34.5
1976,Pêches en conserve,Stocks au début,4.4
1976,Pêches en conserve,Production,5.22
1976,Pêches en conserve,Importations,24.88
1976,Pêches en conserve,Total utilisations,30
1976,Pêches en conserve,Disparition intérieure exprimée,30
1976,Pêches en conserve,Exportations,
1976,Pêches en conserve,Stocks à la fin,4.5
1976,Poires fraîches,Total des ressources,60.81
1976,Poires fraîches,Stocks au début,2.09
1976,Poires fraîches,Production,29.28
1976,Poires fraîches,Importations,29.44
1976,Poires fraîches,Total utilisations,57.12
1976,Poires fraîches,Disparition intérieure exprimée,42.06
1976,Poires fraîches,Exportations,0.08
1976,Poires fraîches,Utilisation industrielle,12.27
1976,Poires fraîches,Pertes,2.71
1976,Poires fraîches,Stocks à la fin,3.69
1976,Poires en conserve,Total des ressources,26.06
1976,Poires en conserve,Stocks au début,10.95
1976,Poires en conserve,Production,9.04
1976,Poires en conserve,Importations,6.07
1976,Poires en conserve,Total utilisations,16.69
1976,Poires en conserve,Disparition intérieure exprimée,16.69
1976,Poires en conserve,Exportations,0
1976,Poires en conserve,Stocks à la fin,9.37
1976,Ananas frais,Total des ressources,7.67
1976,Ananas frais,Importations,7.67
1976,Ananas frais,Total utilisations,7.67
1976,Ananas frais,Disparition intérieure exprimée,7.29
1976,Ananas frais,Pertes,0.38
1976,Ananas en conserve,Total des ressources,24.96
1976,Ananas en conserve,Importations,24.96
1976,Ananas en conserve,Total utilisations,24.96
1976,Ananas en conserve,Disparition intérieure exprimée,24.96
1976,Jus d'ananas,Total des ressources,8.27
1976,Jus d'ananas,Importations,8.27
1976,Jus d'ananas,Total utilisations,8.27
1976,Jus d'ananas,Disparition intérieure exprimée,8.27
1976,Prunes fraîches total,Total des ressources,24.88
1976,Prunes fraîches total,Production,6.37
1976,Prunes fraîches total,Importations,18.51
1976,Prunes fraîches total,Total utilisations,24.88
1976,Prunes fraîches total,Disparition intérieure exprimée,22.78
1976,Prunes fraîches total,Utilisation industrielle,0.9
1976,Prunes fraîches total,Pertes,1.2
1976,Coings frais,Total utilisations,0
1976,Framboises congelées,Total des ressources,7.47
1976,Framboises congelées,Stocks au début,2.91
1976,Framboises congelées,Production,4.56
1976,Framboises congelées,Importations,
1976,Framboises congelées,Total utilisations,4.34
1976,Framboises congelées,Disparition intérieure exprimée,4.34
1976,Framboises congelées,Stocks à la fin,3.13
1976,Fraises fraîches,Total des ressources,32.16
1976,Fraises fraîches,Production,18.31
1976,Fraises fraîches,Importations,13.85
1976,Fraises fraîches,Total utilisations,32.16
1976,Fraises fraîches,Disparition intérieure exprimée,25.75
1976,Fraises fraîches,Utilisation industrielle,4.17
1976,Fraises fraîches,Pertes,2.24
1976,Fraises en conserve,Total des ressources,1.1
1976,Fraises en conserve,Stocks au début,0.59
1976,Fraises en conserve,Production,0.51
1976,Fraises en conserve,Total utilisations,0.71
1976,Fraises en conserve,Disparition intérieure exprimée,0.71
1976,Fraises en conserve,Stocks à la fin,0.39
1976,Fraises congelées,Total des ressources,18.28
1976,Fraises congelées,Stocks au début,3.6
1976,Fraises congelées,Production,3.08
1976,Fraises congelées,Importations,11.6
1976,Fraises congelées,Total utilisations,13.57
1976,Fraises congelées,Disparition intérieure exprimée,13.57
1976,Fraises congelées,Stocks à la fin,4.71
1976,Fruits frais non spécifiés,Total des ressources,6.05
1976,Fruits frais non spécifiés,Importations,6.05
1976,Fruits frais non spécifiés,Total utilisations,6.05
1976,Fruits frais non spécifiés,Disparition intérieure exprimée,4.75
1976,Fruits frais non spécifiés,Exportations,0.98
1976,Fruits frais non spécifiés,Pertes,0.31
1976,Fruits en conserve non spécifiés,Total des ressources,6.54
1976,Fruits en conserve non spécifiés,Stocks au début,4.54
1976,Fruits en conserve non spécifiés,Production,2
1976,Fruits en conserve non spécifiés,Total utilisations,2.17
1976,Fruits en conserve non spécifiés,Exportations,2.17
1976,Fruits en conserve non spécifiés,Stocks à la fin,3.52
1976,Fruits sèches non spécifiés,Total des ressources,38.36
1976,Fruits sèches non spécifiés,Importations,38.36
1976,Fruits sèches non spécifiés,Total utilisations,38.36
1976,Fruits sèches non spécifiés,Disparition intérieure exprimée,37.9
1976,Fruits sèches non spécifiés,Exportations,0.46
1976,Fruits congelés non spécifiés,Total des ressources,3.63
1976,Fruits congelés non spécifiés,Stocks au début,1.89
1976,Fruits congelés non spécifiés,Importations,1.74
1976,Fruits congelés non spécifiés,Total utilisations,2.04
1976,Fruits congelés non spécifiés,Disparition intérieure exprimée,1.19
1976,Fruits congelés non spécifiés,Exportations,0.85
1976,Fruits congelés non spécifiés,Stocks à la fin,1.59
1976,Oranges fraîches,Total des ressources,312.03
1976,Oranges fraîches,Importations,312.03
1976,Oranges fraîches,Total utilisations,312.03
1976,Oranges fraîches,Disparition intérieure exprimée,302.67
1976,Oranges fraîches,Pertes,9.36
1976,Jus d'orange,Total des ressources,213.69
1976,Jus d'orange,Importations,213.69
1976,Jus d'orange,Total utilisations,213.69
1976,Jus d'orange,Disparition intérieure exprimée,213.69
1976,Citrons frais,Total des ressources,18.9
1976,Citrons frais,Importations,18.9
1976,Citrons frais,Total utilisations,18.9
1976,Citrons frais,Disparition intérieure exprimée,18.14
1976,Citrons frais,Pertes,0.76
1976,Jus de citron,Total des ressources,6.95
1976,Jus de citron,Importations,6.95
1976,Jus de citron,Total utilisations,6.95
1976,Jus de citron,Disparition intérieure exprimée,6.95
1976,Pamplemousses frais,Total des ressources,95.68
1976,Pamplemousses frais,Importations,95.68
1976,Pamplemousses frais,Total utilisations,95.68
1976,Pamplemousses frais,Disparition intérieure exprimée,92.81
1976,Pamplemousses frais,Pertes,2.87
1976,Jus de pamplemousse,Total des ressources,26.53
1976,Jus de pamplemousse,Importations,26.53
1976,Jus de pamplemousse,Total utilisations,26.53
1976,Jus de pamplemousse,Disparition intérieure exprimée,26.53
1976,Limes fraîches,Total des ressources,1.55
1976,Limes fraîches,Importations,1.55
1976,Limes fraîches,Total utilisations,1.55
1976,Limes fraîches,Disparition intérieure exprimée,1.47
1976,Limes fraîches,Pertes,0.08
1976,Mandarines fraîches,Total utilisations,
1976,Autres agrumes frais,Total utilisations,
1976,Artichauts frais,Total des ressources,2.12
1976,Artichauts frais,Importations,2.12
1976,Artichauts frais,Total utilisations,2.12
1976,Artichauts frais,Disparition intérieure exprimée,1.93
1976,Artichauts frais,Pertes,0.19
1976,Asperges fraîches,Total des ressources,7.93
1976,Asperges fraîches,Production,2.81
1976,Asperges fraîches,Importations,5.12
1976,Asperges fraîches,Total utilisations,7.93
1976,Asperges fraîches,Disparition intérieure exprimée,3.52
1976,Asperges fraîches,Utilisation industrielle,4.06
1976,Asperges fraîches,Pertes,0.35
1976,Asperges en conserve,Total des ressources,9.68
1976,Asperges en conserve,Stocks au début,3.6
1976,Asperges en conserve,Production,5.57
1976,Asperges en conserve,Importations,0.51
1976,Asperges en conserve,Total utilisations,6.12
1976,Asperges en conserve,Disparition intérieure exprimée,5.48
1976,Asperges en conserve,Exportations,0.64
1976,Asperges en conserve,Stocks à la fin,3.56
1976,Haricots verts et jaunes frais,Total des ressources,45.19
1976,Haricots verts et jaunes frais,Production,36.4
1976,Haricots verts et jaunes frais,Importations,8.79
1976,Haricots verts et jaunes frais,Total utilisations,45.19
1976,Haricots verts et jaunes frais,Disparition intérieure exprimée,12.82
1976,Haricots verts et jaunes frais,Utilisation industrielle,31.55
1976,Haricots verts et jaunes frais,Pertes,0.82
1976,Haricots verts et jaunes en conserve,Total des ressources,57.27
1976,Haricots verts et jaunes en conserve,Stocks au début,29.34
1976,Haricots verts et jaunes en conserve,Production,25.86
1976,Haricots verts et jaunes en conserve,Importations,2.07
1976,Haricots verts et jaunes en conserve,Total utilisations,33.32
1976,Haricots verts et jaunes en conserve,Disparition intérieure exprimée,30.41
1976,Haricots verts et jaunes en conserve,Exportations,2.91
1976,Haricots verts et jaunes en conserve,Stocks à la fin,23.95
1976,Haricots verts et jaunes congelés,Total des ressources,16.86
1976,Haricots verts et jaunes congelés,Stocks au début,9.46
1976,Haricots verts et jaunes congelés,Production,6.62
1976,Haricots verts et jaunes congelés,Importations,0.78
1976,Haricots verts et jaunes congelés,Total utilisations,8.42
1976,Haricots verts et jaunes congelés,Disparition intérieure exprimée,7.6
1976,Haricots verts et jaunes congelés,Exportations,0.82
1976,Haricots verts et jaunes congelés,Stocks à la fin,8.44
1976,Betteraves fraîches,Total des ressources,20.97
1976,Betteraves fraîches,Production,19.03
1976,Betteraves fraîches,Importations,1.94
1976,Betteraves fraîches,Total utilisations,20.97
1976,Betteraves fraîches,Disparition intérieure exprimée,9.61
1976,Betteraves fraîches,Utilisation industrielle,10.63
1976,Betteraves fraîches,Pertes,0.72
1976,Betteraves en conserve,Total des ressources,15.56
1976,Betteraves en conserve,Stocks au début,8.6
1976,Betteraves en conserve,Production,6.53
1976,Betteraves en conserve,Importations,0.43
1976,Betteraves en conserve,Total utilisations,7.8
1976,Betteraves en conserve,Disparition intérieure exprimée,7.8
1976,Betteraves en conserve,Stocks à la fin,7.76
1976,Brocolis frais,Total des ressources,19.51
1976,Brocolis frais,Production,1.41
1976,Brocolis frais,Importations,18.1
1976,Brocolis frais,Total utilisations,19.51
1976,Brocolis frais,Disparition intérieure exprimée,15.94
1976,Brocolis frais,Utilisation industrielle,2.18
1976,Brocolis frais,Pertes,1.39
1976,Brocolis congelés,Total des ressources,4.7
1976,Brocolis congelés,Stocks au début,1.8
1976,Brocolis congelés,Production,1.64
1976,Brocolis congelés,Importations,1.26
1976,Brocolis congelés,Total utilisations,3.25
1976,Brocolis congelés,Disparition intérieure exprimée,3.25
1976,Brocolis congelés,Stocks à la fin,1.45
1976,Choux de Bruxelles frais,Total des ressources,4.6
1976,Choux de Bruxelles frais,Production,1.56
1976,Choux de Bruxelles frais,Importations,3.04
1976,Choux de Bruxelles frais,Total utilisations,4.6
1976,Choux de Bruxelles frais,Disparition intérieure exprimée,2.61
1976,Choux de Bruxelles frais,Utilisation industrielle,1.76
1976,Choux de Bruxelles frais,Pertes,0.23
1976,Choux de Bruxelles congelés,Total des ressources,5.54
1976,Choux de Bruxelles congelés,Stocks au début,2.43
1976,Choux de Bruxelles congelés,Production,2.07
1976,Choux de Bruxelles congelés,Importations,1.04
1976,Choux de Bruxelles congelés,Total utilisations,3.4
1976,Choux de Bruxelles congelés,Disparition intérieure exprimée,3.4
1976,Choux de Bruxelles congelés,Stocks à la fin,2.14
